BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
5,6,Unfurnished,Greater Kailash 2,4,170000000,Almost_ready,New_Property,Builder_Floor,22222
3,2,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,5510000,Almost_ready,New_Property,Builder_Floor,22222
3,3,Furnished,"The Amaryllis, Karol Bagh",2,25000000,Almost_ready,Resale,Apartment,22222
3,3,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,57000000,Almost_ready,New_Property,Apartment,24718
2,2,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1,2940000,Almost_ready,New_Property,Apartment,24718
3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1,15500000,Ready_to_move,Resale,Apartment,24718
3,2,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1,17200000,Ready_to_move,Resale,Apartment,24718
4,3,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2,55000000,Ready_to_move,Resale,Builder_Floor,30556
2,2,Semi-Furnished,Vasant Kunj,1,15000000,Ready_to_move,Resale,Apartment,30556
4,4,Semi-Furnished,Greater Kailash 1,2,51000000,Almost_ready,New_Property,Builder_Floor,30556
4,3,Semi-Furnished,Rohini Sector 24,1,13000000,Ready_to_move,New_Property,Builder_Floor,30556
3,3,Semi-Furnished,Greater Kailash 1,1,30000000,Ready_to_move,New_Property,Builder_Floor,18750
2,2,Semi-Furnished,"Khanpur, Madangir",1,2400000,Ready_to_move,New_Property,Builder_Floor,18750
4,3,Unfurnished,"Batla House, Okhla",1,5500000,Ready_to_move,New_Property,Builder_Floor,18750
4,4,Semi-Furnished,"Friends Colony West, New Friends Colony",2,45000000,Ready_to_move,Resale,Builder_Floor,
4,4,Semi-Furnished,New Friends Colony,2,60000000,Ready_to_move,New_Property,Builder_Floor,120000
4,4,Semi-Furnished,New Friends Colony,2,65000000,Ready_to_move,New_Property,Builder_Floor,120000
5,5,Semi-Furnished,"Maharani Bagh, New Friends Colony",9,220000000,Ready_to_move,New_Property,Builder_Floor,120000
4,4,Unfurnished,"New Friends Colony carpet area 4300 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold hurry up... dont waste time any where, It is best deal in your pocket budget.well maintained second floor with terrace garden plus 2 additional room on terrace up for sale in new friends colony.the property has 4 king sized bedroom attached bathroom with roof top shower with Jacuzzi. It has 3 big balconies with wonderful outer view. It has modular kitchen with new fittings. It has servant quarter pooja room study room store room etc. It has drawing & dining. It has 2 car parking with gated society. It has 247 hours water supply with full power backup. It is in amazing location. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served",2,60000000,Ready_to_move,Resale,Builder_Floor,120000
3,3,Semi-Furnished,"Friends Colony East, New Friends Colony",2,38500000,Ready_to_move,New_Property,Builder_Floor,120000
3,3,Semi-Furnished,"Maharani Bagh, New Friends Colony",2,50000000,Ready_to_move,Resale,Apartment,120000
4,4,Semi-Furnished,New Friends Colony,2,75000000,Ready_to_move,New_Property,Builder_Floor,120000
4,4,Furnished,"Friends Colony West, New Friends Colony",2,70000000,Ready_to_move,New_Property,Builder_Floor,120000
4,7,Semi-Furnished,"Maharani Bagh, New Friends Colony",3,160000000,Ready_to_move,New_Property,Apartment,15459
3,4,Semi-Furnished,"Maharani Bagh, New Friends Colony",1,85000000,Ready_to_move,Resale,Builder_Floor,15459
3,3,Semi-Furnished,New Friends Colony,2,40000000,Ready_to_move,Resale,Apartment,15459
4,4,Unfurnished,New Friends Colony,2,90000000,Ready_to_move,Resale,Builder_Floor,15459
4,5,Semi-Furnished,New Friends Colony,2,56000000,Ready_to_move,New_Property,Builder_Floor,15459
5,5,Semi-Furnished,"Friends Colony East, New Friends Colony",2,135500000,Ready_to_move,New_Property,Builder_Floor,15459
3,3,Semi-Furnished,New Friends Colony,2,60000000,Ready_to_move,New_Property,Builder_Floor,15459
4,5,Unfurnished,"Maharani Bagh, New Friends Colony",4,170000000,Ready_to_move,New_Property,Builder_Floor,15459
4,4,Semi-Furnished,"Kalindi Colony, Maharani Bagh, New Friends Colony",2,50000000,Ready_to_move,Resale,Builder_Floor,15459
4,5,Semi-Furnished,New Friends Colony,2,58000000,Ready_to_move,New_Property,Builder_Floor,15459
3,3,Semi-Furnished,"Friends Colony East, New Friends Colony",2,37500000,Ready_to_move,New_Property,Builder_Floor,15459
3,3,Unfurnished,"Maharani Bagh, New Friends Colony",1,45000000,Ready_to_move,Resale,Builder_Floor,15459
4,4,Semi-Furnished,New Friends Colony,3,70000000,Ready_to_move,New_Property,Builder_Floor,15459
6,4,Semi-Furnished,"Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served",2,29500000,Ready_to_move,Resale,Apartment,15459
4,4,Unfurnished,New Friends Colony,1,60000000,Ready_to_move,Resale,Builder_Floor,23529
4,4,Semi-Furnished,New Friends Colony,2,70000000,Ready_to_move,Resale,Builder_Floor,23529
3,3,Semi-Furnished,New Friends Colony,2,50000000,Ready_to_move,New_Property,Builder_Floor,23529
4,5,Semi-Furnished,New Friends Colony,2,75000000,Ready_to_move,New_Property,Builder_Floor,23529
4,4,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2,52500000,Ready_to_move,New_Property,Builder_Floor,23529
4,4,Semi-Furnished,New Friends Colony,2,55000000,Ready_to_move,Resale,Builder_Floor,23529
4,4,Semi-Furnished,"Maharani Bagh, New Friends Colony",2,120000000,Ready_to_move,Resale,Builder_Floor,16667
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",,65000000,Ready_to_move,New_Property,Builder_Floor,
4,4,Unfurnished,"Kailash Colony, Greater Kailash",2,75000000,Ready_to_move,New_Property,Builder_Floor,
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,47500000,Ready_to_move,New_Property,Builder_Floor,
5,5,Semi-Furnished,"Kailash Colony, Greater Kailash",1,70000000,Ready_to_move,New_Property,Builder_Floor,20000
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,47500000,Ready_to_move,New_Property,Builder_Floor,20000
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",1,40000000,Ready_to_move,New_Property,Builder_Floor,20000
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",3,85000000,Ready_to_move,New_Property,Builder_Floor,20000
3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",3,26000000,Ready_to_move,New_Property,Builder_Floor,20000
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",3,35000000,Ready_to_move,Resale,Builder_Floor,11111
2,2,Semi-Furnished,"Kailash Colony, Greater Kailash",3,20000000,Ready_to_move,Resale,Builder_Floor,11111
4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",3,79000000,Almost_ready,New_Property,Builder_Floor,21409
3,2,Semi-Furnished,"Kailash Colony, Greater Kailash",3,17000000,Ready_to_move,Resale,Builder_Floor,21409
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,47500000,Ready_to_move,Resale,Builder_Floor,95000
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,43000000,Ready_to_move,New_Property,Builder_Floor,15363
3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,26000000,Ready_to_move,New_Property,Builder_Floor,19259
3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,25000000,Ready_to_move,New_Property,Builder_Floor,20833
4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",2,51000000,Ready_to_move,New_Property,Builder_Floor,20833
3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",2,40000000,Ready_to_move,New_Property,Builder_Floor,20833
3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,22500000,Ready_to_move,Resale,Builder_Floor,20833
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",1,70000000,Ready_to_move,New_Property,Builder_Floor,20833
4,4,Unfurnished,"Kailash Colony, Greater Kailash",2,45000000,Ready_to_move,New_Property,Builder_Floor,20930
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,51100000,Ready_to_move,New_Property,Apartment,20930
3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",1,25500000,Ready_to_move,New_Property,Builder_Floor,20930
3,3,Unfurnished,"Kailash Colony, Greater Kailash",2,26500000,Ready_to_move,New_Property,Builder_Floor,20930
2,2,Unfurnished,"Kailash Colony, Greater Kailash",1,15000000,Ready_to_move,Resale,Builder_Floor,20930
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,55000000,Ready_to_move,Resale,Builder_Floor,20930
3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",2,26000000,Ready_to_move,New_Property,Builder_Floor,20930
4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,38000000,Ready_to_move,Resale,Builder_Floor,20930
4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",2,72500000,Ready_to_move,Resale,Builder_Floor,20930
4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",4,65000000,Ready_to_move,New_Property,Builder_Floor,20930
2,2,Unfurnished,"Ram Nagar, Shahdara",,4600000,Ready_to_move,New_Property,Builder_Floor,
2,2,Semi-Furnished,"Jyoti Nagar West, Shahdara",,9200000,Ready_to_move,Resale,Builder_Floor,
4,3,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",2,9500000,Ready_to_move,Resale,Apartment,
2,2,Semi-Furnished,"Naveen Shahdara, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,
3,2,Semi-Furnished,"Balbir Nagar, Shahdara",1,6500000,Ready_to_move,Resale,Builder_Floor,
3,2,Furnished,"Rohitash Nagar East, Shahdara",1,5650000,Ready_to_move,Resale,Builder_Floor,
3,3,Semi-Furnished,"Naveen Shahdara, Shahdara",1,9300000,Ready_to_move,Resale,Builder_Floor,6526
2,2,Unfurnished,Shahdara,1,2700000,Ready_to_move,Resale,Apartment,6526
2,2,Furnished,"Vishwas Nagar, Shahdara",1,6500000,Ready_to_move,New_Property,Builder_Floor,6526
2,2,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",1,5800000,Ready_to_move,Resale,Apartment,6526
3,2,Semi-Furnished,Shahdara,1,5500000,Ready_to_move,Resale,Apartment,6526
3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6000000,Ready_to_move,Resale,Builder_Floor,6526
2,2,Unfurnished,"Balbir Nagar, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,6526
2,2,Semi-Furnished,Shahdara,2,4100000,Ready_to_move,Resale,Builder_Floor,6526
3,2,Semi-Furnished,"Ram Nagar, Shahdara",2,3800000,Ready_to_move,Resale,Builder_Floor,6526
2,1,Unfurnished,Shahdara,1,3300000,Ready_to_move,Resale,Apartment,6526
2,1,Unfurnished,"Rohtash Nagar, Shahdara",1,2900000,Ready_to_move,New_Property,Builder_Floor,6526
2,1,Unfurnished,"Ram Nagar Extension, Shahdara",1,2000000,Ready_to_move,Resale,Builder_Floor,6526
2,1,Unfurnished,"Maujpur, Shahdara",1,1550000,Ready_to_move,New_Property,Builder_Floor,6526
4,3,Semi-Furnished,"Mansarowar Park, Shahdara",1,11300000,Ready_to_move,New_Property,Builder_Floor,6526
3,2,Semi-Furnished,"Gorakh Park West, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,6526
2,1,Unfurnished,"Shivnam Apartment, Shahdara",1,3300000,Ready_to_move,New_Property,Apartment,3901
4,3,Furnished,"Mansarowar Park, Shahdara",1,11500000,Ready_to_move,New_Property,Builder_Floor,3901
3,2,Semi-Furnished,"Ram Nagar Extension, Shahdara",1,6000000,Almost_ready,New_Property,Builder_Floor,3901
3,2,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",1,9000000,Ready_to_move,Resale,Apartment,3901
2,2,Furnished,"Jyoti Colony, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,3901
4,3,Furnished,Shahdara,1,14000000,Almost_ready,New_Property,Apartment,3901
2,2,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1,7300000,Ready_to_move,Resale,Apartment,6347
1,1,Furnished,Shahdara,1,1900000,Ready_to_move,Resale,Builder_Floor,41304
3,2,Furnished,"Naveen Shahdara, Shahdara",4,7000000,Ready_to_move,Resale,Builder_Floor,41304
3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6000000,Ready_to_move,Resale,Builder_Floor,
1,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6400000,Ready_to_move,Resale,Builder_Floor,
2,1,Furnished,"Yamuna Vihar, Shahdara",1,2700000,Ready_to_move,New_Property,Apartment,5000
2,2,Furnished,"Yamuna Vihar, Shahdara",1,6500000,Ready_to_move,Resale,Builder_Floor,8701
2,1,Unfurnished,"Yamuna Vihar, Shahdara",1,4000000,Ready_to_move,Resale,Builder_Floor,5556
1,1,Semi-Furnished,"Yamuna Vihar, Shahdara",1,3000000,Ready_to_move,New_Property,Apartment,85715
2,2,Unfurnished,"Yamuna Vihar, Shahdara",1,5000000,Ready_to_move,Resale,Builder_Floor,4444
2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6000000,Ready_to_move,New_Property,Builder_Floor,4444
1,1,Unfurnished,"Yamuna Vihar, Shahdara",1,2500000,Ready_to_move,Resale,Builder_Floor,6944
2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6500000,Ready_to_move,Resale,Apartment,7222
3,1,Unfurnished,"Yamuna Vihar, Shahdara",1,8000000,Ready_to_move,Resale,Apartment,11220
2,1,Furnished,"Yamuna Vihar, Shahdara",1,2700000,Ready_to_move,Resale,Builder_Floor,5357
1,2,Unfurnished,"Yamuna Vihar, Shahdara",1,4500000,Ready_to_move,Resale,Apartment,5357
3,2,Furnished,"Yamuna Vihar, Shahdara",1,5700000,Ready_to_move,Resale,Builder_Floor,6706
4,3,Furnished,"Yamuna Vihar, Shahdara",1,25000000,Ready_to_move,Resale,Builder_Floor,10288
3,3,Furnished,"Yamuna Vihar, Shahdara",1,70000000,Ready_to_move,Resale,Builder_Floor,28283
7,4,Furnished,"Yamuna Vihar, Shahdara",1,26500000,Ready_to_move,Resale,Builder_Floor,8923
3,2,Furnished,"Yamuna Vihar, Shahdara",1,18500000,Ready_to_move,Resale,Builder_Floor,8222
5,3,Furnished,"Yamuna Vihar, Shahdara",1,30000000,Ready_to_move,Resale,Builder_Floor,20000
2,2,Furnished,"Yamuna Vihar, Shahdara",1,22000000,Ready_to_move,Resale,Builder_Floor,14550
2,2,Furnished,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar",1,9000000,Ready_to_move,Resale,Builder_Floor,14550
3,3,Furnished,"Yamuna Vihar, Shahdara",1,65000000,Ready_to_move,Resale,Builder_Floor,30093
3,2,Furnished,"Yamuna Vihar, Shahdara",1,22500000,Ready_to_move,Resale,Builder_Floor,35714
6,3,Furnished,"Yamuna Vihar, Shahdara",1,8700000,Ready_to_move,Resale,Builder_Floor,35714
6,5,Furnished,"Yamuna Vihar, Shahdara",1,22000000,Ready_to_move,Resale,Builder_Floor,35714
4,2,Furnished,"Yamuna Vihar, Shahdara",2,18500000,Ready_to_move,Resale,Builder_Floor,35714
2,1,Furnished,"Yamuna Vihar, Shahdara",2,16000000,Ready_to_move,New_Property,Builder_Floor,22857
4,3,Furnished,"Yamuna Vihar, Shahdara",2,16000000,Ready_to_move,Resale,Builder_Floor,22857
4,2,Furnished,"Yamuna Vihar, Shahdara",2,9000000,Ready_to_move,Resale,Builder_Floor,12500
2,2,Furnished,"Jyoti Colony, Shahdara",1,4500000,Ready_to_move,Resale,Builder_Floor,12500
3,2,Semi-Furnished,Laxmi Nagar,1,6000000,Ready_to_move,New_Property,Builder_Floor,
1,2,Unfurnished,Laxmi Nagar,1,2700000,Ready_to_move,Resale,Builder_Floor,
3,2,Unfurnished,Laxmi Nagar,1,6500000,Ready_to_move,Resale,Apartment,
3,2,Unfurnished,Laxmi Nagar,1,4000000,Ready_to_move,Resale,Apartment,4040
2,1,Semi-Furnished,Laxmi Nagar,1,2600000,Ready_to_move,New_Property,Builder_Floor,4040
2,1,Semi-Furnished,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,7778
2,2,Unfurnished,Laxmi Nagar,1,7500000,Ready_to_move,Resale,Apartment,7778
3,2,Semi-Furnished,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,7778
3,2,Semi-Furnished,Laxmi Nagar,1,4500000,Ready_to_move,New_Property,Builder_Floor,7778
3,3,Semi-Furnished,Laxmi Nagar,2,5500000,Ready_to_move,Resale,Builder_Floor,7778
2,1,Semi-Furnished,Laxmi Nagar,2,2700000,Ready_to_move,New_Property,Builder_Floor,7778
2,2,Furnished,Laxmi Nagar,2,2400000,Ready_to_move,Resale,Builder_Floor,32000
4,3,Unfurnished,Laxmi Nagar,2,11500000,Ready_to_move,New_Property,Builder_Floor,32000
2,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,3600000,Ready_to_move,New_Property,Builder_Floor,32000
1,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,1700000,Ready_to_move,New_Property,Builder_Floor,32000
2,1,Unfurnished,"Lalita Park, Laxmi Nagar",2,2500000,Ready_to_move,Resale,Apartment,32000
4,2,Furnished,Laxmi Nagar,1,6600000,Ready_to_move,Resale,Builder_Floor,32000
2,1,Semi-Furnished,Laxmi Nagar,1,3700000,Ready_to_move,Resale,Builder_Floor,32000
2,1,Unfurnished,"Krishan Kunj, Laxmi Nagar",1,3500000,Ready_to_move,Resale,Apartment,32000
3,2,Semi-Furnished,"Lalita Park, Laxmi Nagar",1,5400000,Ready_to_move,Resale,Builder_Floor,32000
2,2,Semi-Furnished,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",1,2550000,Ready_to_move,New_Property,Builder_Floor,5666
3,3,Furnished,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",1,12500000,Ready_to_move,Resale,Builder_Floor,5666
2,2,Unfurnished,Laxmi Nagar,1,5600000,Ready_to_move,Resale,Apartment,5666
2,2,Unfurnished,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,11667
2,1,Unfurnished,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,11667
4,4,Furnished,"Bank Enclave, Laxmi Nagar",1,35000000,Ready_to_move,Resale,Apartment,112179
3,2,Semi-Furnished,Laxmi Nagar,1,9000000,Ready_to_move,Resale,Builder_Floor,11111
1,1,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",1,2300000,Ready_to_move,Resale,Builder_Floor,11111
3,2,Semi-Furnished,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Builder_Floor,11111
3,2,Unfurnished,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Apartment,11111
2,2,Semi-Furnished,Uttam Nagar,1,2650000,Ready_to_move,New_Property,Builder_Floor,
3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",1,4370000,Ready_to_move,New_Property,Apartment,4600
3,2,Unfurnished,"Virat Residency, Dwarka Mor",1,4620000,Ready_to_move,New_Property,Apartment,4620
2,2,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1,3000000,Ready_to_move,New_Property,Apartment,5000
2,2,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1,3300000,Ready_to_move,New_Property,Apartment,6111
3,2,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,5510000,Almost_ready,New_Property,Builder_Floor,6111
2,2,Semi-Furnished,Dwarka Mor,1,3200000,Ready_to_move,New_Property,Builder_Floor,6111
2,2,Semi-Furnished,Uttam Nagar West,1,2600000,Ready_to_move,New_Property,Builder_Floor,6111
3,2,Semi-Furnished,Uttam Nagar,1,4000000,Ready_to_move,New_Property,Builder_Floor,6111
2,1,Semi-Furnished,Uttam Nagar West,1,1850000,Ready_to_move,New_Property,Builder_Floor,6111
1,1,Semi-Furnished,Uttam Nagar,1,1700000,Ready_to_move,New_Property,Builder_Floor,6111
3,2,Semi-Furnished,"SB Residency, Dwarka Mor",1,2800000,Ready_to_move,New_Property,Builder_Floor,6111
2,2,Semi-Furnished,Uttam Nagar West,1,2150000,Ready_to_move,New_Property,Builder_Floor,6111
4,3,Semi-Furnished,"SB Residency, Dwarka Mor",1,6800000,Ready_to_move,New_Property,Builder_Floor,6111
3,2,Semi-Furnished,Uttam Nagar,1,6200000,Ready_to_move,New_Property,Builder_Floor,6111
2,2,Semi-Furnished,Uttam Nagar,1,3100000,Ready_to_move,New_Property,Builder_Floor,6111
3,2,Semi-Furnished,Dwarka Mor,1,3400000,Ready_to_move,New_Property,Builder_Floor,6111
2,2,Unfurnished,"Kiran Garden, Uttam Nagar",1,4000000,Ready_to_move,Resale,Builder_Floor,6111
2,2,Semi-Furnished,"Mohan Garden, Razapur Khurd",1,4800000,Ready_to_move,Resale,Builder_Floor,6584
2,2,Semi-Furnished,Uttam Nagar,1,2500000,Ready_to_move,New_Property,Builder_Floor,6584
1,1,Semi-Furnished,Uttam Nagar,1,2000000,Ready_to_move,New_Property,Builder_Floor,6584
2,2,Semi-Furnished,Uttam Nagar West,1,1900000,Ready_to_move,New_Property,Builder_Floor,6584
3,2,Furnished,"Mitya Homes, Dwarka Mor",1,5800000,Ready_to_move,New_Property,Builder_Floor,5794
2,2,Unfurnished,Dwarka Mor,1,2900000,Ready_to_move,Resale,Builder_Floor,5794
2,1,Semi-Furnished,Uttam Nagar West,1,2000000,Ready_to_move,New_Property,Builder_Floor,5794
2,2,Semi-Furnished,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",1,2600000,Ready_to_move,New_Property,Builder_Floor,5794
2,1,Unfurnished,Uttam Nagar,1,2900000,Ready_to_move,Resale,Builder_Floor,5794
2,2,Unfurnished,Uttam Nagar,1,3200000,Ready_to_move,Resale,Builder_Floor,5794
3,2,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",1,5400000,Ready_to_move,Resale,Builder_Floor,5794
3,2,Semi-Furnished,Dwarka Mor,1,3800000,Ready_to_move,Resale,Builder_Floor,5794
5,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,135000000,Almost_ready,New_Property,Apartment,28797
4,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,93000000,Almost_ready,New_Property,Apartment,23840
2,3,Furnished,"Patel Nagar South, Patel Nagar",1,8200000,Ready_to_move,New_Property,Builder_Floor,23840
3,2,Unfurnished,Patel Nagar West,1,8000000,Ready_to_move,Resale,Builder_Floor,23840
3,2,Semi-Furnished,Patel Nagar West,1,9500000,Ready_to_move,Resale,Builder_Floor,23840
4,5,Semi-Furnished,Patel Nagar West,1,20000000,Ready_to_move,Resale,Builder_Floor,23840
2,2,Furnished,Patel Nagar West,3,7400000,Ready_to_move,Resale,Builder_Floor,23840
3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,37500000,Ready_to_move,Resale,Apartment,23840
4,4,Semi-Furnished,Patel Nagar West,3,15000000,Ready_to_move,Resale,Builder_Floor,7500
3,3,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",1,55300000,Almost_ready,New_Property,Apartment,7500
3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,26500000,Ready_to_move,Resale,Builder_Floor,7500
3,2,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,16000000,Ready_to_move,Resale,Apartment,160000
3,2,Furnished,Patel Nagar West,2,10400000,Ready_to_move,Resale,Builder_Floor,11556
1,1,Unfurnished,Patel Nagar West,2,1700000,Ready_to_move,Resale,Builder_Floor,11556
2,2,Semi-Furnished,Patel Nagar West,2,8000000,Ready_to_move,Resale,Builder_Floor,8421
3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,27000000,Ready_to_move,Resale,Builder_Floor,8421
3,3,Semi-Furnished,Patel Nagar West,2,19500000,Ready_to_move,Resale,Builder_Floor,8421
3,3,Furnished,"Patel Nagar East, Patel Nagar",3,50000000,Ready_to_move,Resale,Apartment,27778
3,3,Unfurnished,Patel Nagar West,3,21100000,Ready_to_move,Resale,Builder_Floor,11722
3,3,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,57000000,Almost_ready,New_Property,Apartment,24718
2,3,Semi-Furnished,Patel Nagar West,1,5900000,Ready_to_move,Resale,Builder_Floor,24718
3,2,Unfurnished,"Punjabi Basti, Patel Nagar",1,12000000,Ready_to_move,New_Property,Builder_Floor,85714
3,2,Unfurnished,Patel Nagar West,1,12000000,Ready_to_move,Resale,Builder_Floor,13333
3,3,Unfurnished,Patel Nagar West,1,24000000,Ready_to_move,Resale,Apartment,13333
1,1,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,7000000,Ready_to_move,Resale,Apartment,13333
3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,15000000,Ready_to_move,Resale,Apartment,8418
2,2,Furnished,"Baljit Nagar, Patel Nagar",1,1500000,Ready_to_move,Resale,Builder_Floor,1667
2,1,Semi-Furnished,Patel Nagar West,1,3950000,Ready_to_move,Resale,Apartment,1667
3,3,Unfurnished,Patel Nagar West,1,12500000,Ready_to_move,Resale,Builder_Floor,8333
3,1,Unfurnished,"Baljit Nagar, Patel Nagar",1,1600000,Ready_to_move,New_Property,Apartment,24242
4,4,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector B",2,36500000,Ready_to_move,Resale,Apartment,
